point,Total Privacy Cost
311,0.0030211625107632095
448,0.0030268331811214608
897,0.003034887419429016
780,0.0030454046779058107
507,0.0030457361032991655
596,0.0030485667025602244
341,0.003048661327411983
475,0.003051092107795165
498,0.003054967659668335
409,0.0030712529751833776
926,0.0030801462221096755
56,0.0030956172402636165
536,0.0031013928511907677
651,0.0031087407030364316
253,0.0031184797351859043
229,0.003121855690988372
763,0.0031375817995849963
662,0.003138687994664307
302,0.0031395569344469004
741,0.003141099632940713
200,0.00315276802186469
634,0.003179058559168086
687,0.003190087414871845
149,0.00319561528984204
545,0.0032083092770909044
987,0.0032191809192148634
940,0.0032270772104108967
432,0.003228265027911481
233,0.0032325214580883727
986,0.003233788866616627
907,0.003239489409285702
364,0.00324339985648916
286,0.0032491564002309556
234,0.003252116330338287
419,0.00328685390952001
185,0.003289189133084622
272,0.003308596391316392
806,0.003308946012716932
196,0.003319726486824049
589,0.0033208802890779313
605,0.0033213045061705696
688,0.0033281604608367947
343,0.0033438982962657408
786,0.0033445796555220363
981,0.003347362919610026
163,0.0033490807121308525
566,0.003351399720553675
431,0.003366204208839005
42,0.0033715731582676487
13,0.0033840433133324604
275,0.003395280067566004
242,0.003397516550833197
124,0.0034014128688827972
147,0.0034057270192570407
368,0.003418486643389449
400,0.0034205171516882133
874,0.0034209791560358208
594,0.003423689344346655
750,0.0034295356211782816
543,0.0034337162472424594
430,0.003442763617195536
852,0.003444152693880476
781,0.0034515896124614693
700,0.0034531253548883635
668,0.003467940093842906
371,0.0034767050621128453
393,0.003488504363361254
274,0.003515103216993464
673,0.0035290547221883996
784,0.0035400757032161174
684,0.0035414309524415127
257,0.003551849447389478
365,0.0035580008607494686
96,0.003562554158813111
441,0.0035627084667231054
8,0.0035636475388093137
951,0.0035668863325079435
489,0.0036143935328814096
89,0.0036211972495778164
188,0.003631349311150395
934,0.003634063006050515
43,0.0036431530617959153
756,0.0036450175926569807
794,0.0036487337845612024
910,0.0036592133258646427
771,0.0036593410113455
325,0.00366329309776615
993,0.0036650997798827797
332,0.003666304024511681
95,0.0036695601381465754
485,0.003671530151449044
249,0.003681438609546761
265,0.0036872697441406007
82,0.0036920703810975515
737,0.003706407226383427
314,0.0037081576416211955
950,0.0037106450727818706
461,0.0037125120125474282
657,0.003722369402183297
348,0.0037329885102886486
389,0.0037498393175943445
571,0.0037554777429396904
194,0.0037566754852887204
486,0.0037610323005474273
356,0.003768499537869523
563,0.0037746991217659396
701,0.0038250546450355584
827,0.0038314244426188282
119,0.003833018775840677
280,0.003835188325524202
466,0.0038446290211746922
772,0.0038446577760541598
692,0.0038519646101233002
702,0.0038547420218301006
260,0.0038552870697803315
898,0.003872624776993988
797,0.003888820432211236
80,0.0038898825611648584
842,0.0038993499013140033
900,0.0038999500328895167
176,0.0039063872867635616
139,0.003922037577695589
246,0.003925008327641576
151,0.003932413395562887
976,0.0039338622704954505
616,0.003939625787534016
71,0.00393996270367264
504,0.0039470862395401
383,0.003950763536438256
318,0.003951479911635113
220,0.003953278101119873
312,0.003959336746011756
271,0.00396254503041873
985,0.003972950591275383
619,0.003989727321724243
392,0.003994018814110557
266,0.004005484426838615
929,0.00401941121090208
30,0.004021848909794736
547,0.0040264131450155815
957,0.004034973192829983
660,0.004052868086990393
258,0.004065111633135993
46,0.0040786162851264495
321,0.004082490241194916
127,0.004082816544641654
74,0.004097679961932452
937,0.004110606847812986
513,0.004115131743533334
198,0.004137914309991895
247,0.004139756460867559
470,0.004142935203236807
61,0.004148940300874731
873,0.004153854434143673
202,0.004154502070869408
338,0.004165827929976114
219,0.0041758110993421835
677,0.004178201202482578
76,0.004178670281957797
44,0.004179970403224811
624,0.0041876155182782576
805,0.004189965129639905
405,0.0042030880327292245
714,0.004210501376649159
825,0.004224242562988115
317,0.004240002307384901
406,0.004243756471620727
923,0.004248334219589022
499,0.004248864347549283
705,0.004252225970922411
615,0.004259372701230356
116,0.004260560844744928
353,0.004266357594906082
491,0.0042666832081862845
91,0.004267541669825326
110,0.004278181219835162
542,0.004281921668436025
267,0.0042930719909575355
121,0.004301535376331528
973,0.00430260874987123
180,0.004313918016712914
515,0.004314218646927653
16,0.004321268215900086
841,0.004322586052283815
456,0.004329262315038899
606,0.004333159111074725
956,0.004334765477396033
905,0.004340739033932966
728,0.0043446577993387315
98,0.00435231896575261
530,0.004352422998166546
569,0.004355553862715242
479,0.004359071392126845
695,0.004369255083854209
826,0.004370600443078292
94,0.004375872478392803
157,0.004377899757911966
723,0.004378330378551354
199,0.004405587527095715
767,0.004407944410278067
289,0.004424030233938843
24,0.0044253961942020996
748,0.004444936479785701
840,0.0044757256150393925
752,0.004481436695285565
625,0.004487790757455834
808,0.004491349731714622
423,0.004491523802398055
579,0.004492052283444201
212,0.004495094367197999
647,0.004496286987406658
735,0.00450617247447323
810,0.004538702312490177
713,0.004542949083818617
386,0.004551926467386587
847,0.004559168275558252
236,0.004565766300322245
133,0.004566413463901258
221,0.004574094391926135
550,0.004574837684591013
425,0.0045775564421977125
548,0.004585670364338005
62,0.004597432013461395
979,0.004597733112756556
541,0.004607678705306457
942,0.004612733083153892
31,0.0046234447130867684
663,0.004627966694813527
295,0.00463580078524618
870,0.004643683786716476
467,0.004648031512876893
1,0.004652285544600029
887,0.004658835497371201
889,0.004663268825688329
610,0.004665980875997382
945,0.004675539845888343
912,0.004683122966163813
187,0.004694065133835702
54,0.004700711969936004
525,0.004704218005216648
60,0.004707109382510604
344,0.004733155914242129
97,0.004750480830431275
595,0.00475240635808749
113,0.0047528717273115995
195,0.004755892835612812
376,0.0047613466408888035
153,0.004767024240985154
440,0.004768442940436782
168,0.0047735226091662215
518,0.004794306206877889
235,0.004796200436201291
746,0.00479623716352237
531,0.0047987306108461586
131,0.004803293832403049
656,0.004812889507544852
582,0.004831003589348162
155,0.004852147806406771
813,0.004852545905966317
342,0.004869723509224555
932,0.004874866800479949
759,0.004875941560354872
167,0.004881319289323443
815,0.004890587086122106
782,0.004898705061757173
586,0.0049196763975817735
322,0.004923182824699127
328,0.004930014946061377
796,0.004938582718321978
385,0.00495433074943875
154,0.004955763555587209
437,0.0049618598427312414
946,0.004968593954037344
592,0.004974504397784122
58,0.005003657954178251
909,0.005006174616075895
917,0.005007674829148246
894,0.005008457873284155
578,0.005009870946667536
628,0.005013781848432142
354,0.005022107698591739
138,0.005025492810863118
240,0.005037062466846524
745,0.005044751272644668
129,0.0050491622860245515
92,0.005066251445149832
125,0.005076295182304449
414,0.005082940428601187
686,0.00509253377672972
658,0.0050982019078940136
528,0.005102085791908289
551,0.005109504364833269
501,0.005134794741632356
63,0.005150917088177421
294,0.005165717593049237
281,0.005166205546888907
533,0.005176688229273758
631,0.005206292783744013
546,0.005217423847614821
137,0.005221510459426288
581,0.0052325851712363225
493,0.005245112266890683
379,0.0052459218920265765
442,0.005255777770652296
142,0.005256072301845531
706,0.005265648893540031
895,0.005270671538240092
721,0.0052903936172100504
855,0.00529185303630212
68,0.0053025047762232285
600,0.00533054041186772
452,0.005334619833361738
463,0.005337004103867885
336,0.005388611605746154
471,0.00539108820951799
716,0.005408043604081476
851,0.005418342483368429
641,0.005421991411996431
305,0.005446016575829677
508,0.0054905748295229
680,0.005490705981131126
712,0.005502553067855134
967,0.0055046192400573625
292,0.0055192017368611455
503,0.005525761780969252
708,0.005527799073809869
859,0.005527850651233358
998,0.005530450144747684
511,0.005532174709807091
161,0.0055527900808921
588,0.005567210102007163
512,0.0055802441824842714
731,0.00560883481590139
790,0.005614565297284436
189,0.00562234521515057
496,0.0056402177575905505
47,0.005646764778359871
717,0.005650577332438532
623,0.0056607164463683786
649,0.005687754457217147
144,0.005688813470256875
696,0.005688828843453033
622,0.005705891747399295
704,0.005718208154043921
845,0.005762194393144857
25,0.0057624726389213735
924,0.005768882726750556
109,0.005812181680647969
583,0.005828538795179697
313,0.005829406407673953
844,0.0058386117117679515
958,0.005846747116580432
427,0.005852565022044021
751,0.005873328304462312
111,0.005886524333856294
279,0.005894300545731153
788,0.005894307485148757
893,0.005926612563273684
792,0.005929550323059287
608,0.00596021100813123
939,0.005962120527211576
75,0.005964053861591958
557,0.005987140888350898
436,0.006006379183326875
568,0.006016080102401027
866,0.006021876921094611
483,0.006026684877883916
977,0.0060288124220683565
160,0.006047034637985804
992,0.006055515731700503
539,0.006079172171907224
896,0.006079873425387398
478,0.006082116770441133
872,0.006088955401440228
472,0.006101271480715094
433,0.0061036149789232465
506,0.006105882820150608
779,0.006112136391536356
674,0.006123492994325831
388,0.006141892872696546
843,0.006145833282619913
255,0.006158399481782624
626,0.0061641544403671766
26,0.006175930447861381
913,0.006176160583503295
871,0.006179965877764234
858,0.006186978637524436
620,0.006209205052770136
754,0.006213419462347705
829,0.006238416895433691
297,0.006289681284386486
996,0.006290534305421232
287,0.006293732084387832
248,0.0062937861822266105
360,0.006298054008575343
352,0.006305256325080979
218,0.006320800062409362
865,0.006345890891598951
643,0.006355890448987244
726,0.006357628099142204
22,0.006362679652823732
715,0.0063854756789843035
679,0.006396057753888163
256,0.006407792156044159
974,0.006427816669922506
964,0.006435408814829243
500,0.006477513044912863
396,0.006509022133969677
661,0.006525959403768608
832,0.006551754723349107
381,0.006553452585830942
915,0.006556891677848319
175,0.006568274625064537
374,0.006575199544514939
555,0.006582605095456134
29,0.006594400236732204
627,0.006599267948984293
158,0.006609980792177911
980,0.0066216610513879295
736,0.006642406209622601
719,0.006646901758062663
49,0.0066546049805037725
863,0.0066710199178381425
807,0.006679973341297161
886,0.006680124625444724
906,0.006687768140821746
989,0.006697273691037488
857,0.006705134245151131
254,0.006713869150031748
587,0.006723238592797394
481,0.006725004896968909
603,0.006743865374380091
540,0.006745812955038922
87,0.006756460413991294
861,0.006785029768204786
462,0.006803166993919881
390,0.0068350046716203474
37,0.006840915863418753
854,0.006884807508449883
509,0.0068848323780685864
565,0.006891403004861563
903,0.006904702152706897
444,0.006905482520970509
141,0.006916465700417598
775,0.006917220222568925
867,0.006922412414020574
879,0.006931612697999016
988,0.006950902733018495
549,0.006954579779017327
757,0.0070015636909534565
291,0.007005648311638725
804,0.007008410147261331
785,0.007019267515035038
476,0.007026028468888064
282,0.0070475941452762874
140,0.007052784030235937
384,0.0070711999284108
931,0.007077443156976431
69,0.0070863449699069365
262,0.00710931646063522
966,0.007112061077712455
502,0.007115735559737546
799,0.0071634832778730995
81,0.007192733059957043
970,0.007206380760170555
955,0.0072532828766113215
899,0.007271812521223581
117,0.0072832437429368084
346,0.007317823207547074
3,0.007319052548940822
203,0.0073250813150747334
965,0.007326330383173767
869,0.007330118201601321
412,0.007332658582581767
517,0.007341808005825969
494,0.00734198606747243
451,0.0073552607437310175
34,0.007370509562869361
933,0.007419617495558511
394,0.007442833140539849
943,0.007506524136492101
730,0.007541145619959719
930,0.007551467036818505
693,0.007561491435947792
722,0.007568505609533829
244,0.007569055750391466
537,0.0075701132934635415
447,0.007570542426904888
740,0.007599817845825178
837,0.007608160062904349
53,0.0076159223980728765
849,0.0076201010136513255
629,0.007648767496289465
464,0.007653331631034268
960,0.007655178420449561
602,0.007660506570670446
495,0.007664710027990461
652,0.007675160589262975
418,0.007680490927689614
667,0.007705437797403519
991,0.007721032977800733
922,0.007734390757676461
560,0.007748783908560444
601,0.007807028608210974
41,0.007807444003560069
644,0.007810449231058074
523,0.00782511463730406
850,0.007834316769341414
532,0.007837510125821144
424,0.007857510903579995
70,0.007861335858395192
876,0.007881329529083162
968,0.007886880136188308
828,0.007940741741976273
434,0.007946677613670442
216,0.007949257610992322
653,0.007950205858185792
9,0.007969802122997627
93,0.007993982243639902
997,0.008021592628199774
836,0.008023530054793792
488,0.008081051683372911
535,0.008083783082161516
848,0.008096536853138249
204,0.008106695114014573
327,0.008108579806066683
428,0.008127497017695438
659,0.008132951558245921
145,0.008148638826236475
770,0.008180028058606247
33,0.008184476175268818
370,0.008192832786147118
694,0.00819458308619583
597,0.00819780372119842
646,0.008207209874635397
135,0.008247058042401077
690,0.008262563621933857
407,0.008265894121016741
682,0.00832181108091031
226,0.008396095231603179
363,0.008397533252237096
181,0.008400230758130933
420,0.008450537749035163
316,0.008527306622686574
304,0.00853295519048162
28,0.008567881757045443
935,0.008607651961337842
136,0.008618391667406106
739,0.008677710731223327
514,0.008774760577139088
340,0.00883401254320401
795,0.008839043834637274
561,0.008848190284647336
570,0.00885648842514715
811,0.00887000311446472
918,0.008897370795573522
86,0.008919528209252136
699,0.008924791878933837
306,0.0089272855020417
778,0.008932459188121135
882,0.008961256308759631
576,0.008985539736446937
273,0.009008348347452667
148,0.009022712557605268
150,0.009033789580167064
182,0.009044788735085015
11,0.009050170950233744
487,0.009058347178453411
169,0.009061470397930108
650,0.009120714107549572
191,0.009150922725125448
35,0.009191069662269036
403,0.009264540288820369
527,0.009280154254528336
954,0.00928124112397278
697,0.009338016524791
178,0.00933826631943838
633,0.009466736338873709
65,0.009468304731314336
720,0.009472527902039774
284,0.00948847273461914
250,0.009491818072769435
611,0.009508027819970415
232,0.009512557797950702
446,0.009541866657721176
468,0.009640244392448262
878,0.00966543808570477
380,0.009682011425680263
335,0.009684053174887665
718,0.00970148673550761
635,0.009720675631779564
544,0.009746460463923837
132,0.009760558866981048
64,0.009776331816115673
916,0.009800680410056687
892,0.00983885168091963
228,0.009905490575622254
300,0.009932292291212693
207,0.009942715862418636
224,0.010023215550990332
19,0.010062497910436778
665,0.010113942553500775
846,0.010131292369316465
995,0.010141896569434433
38,0.010154022607588999
729,0.010227398706473339
948,0.01027492945285609
391,0.010281496493492285
404,0.010294682175419524
554,0.01031439417234222
574,0.010359087459032322
239,0.010405666851793971
558,0.010487383614738057
172,0.010515400015930617
999,0.010535734712201084
134,0.010563980153674518
278,0.010672453658896125
173,0.010673074954292608
333,0.010679286170159258
768,0.010737054746375558
760,0.010780870508306908
480,0.010858850171071322
417,0.010909233245640169
884,0.011208652963909186
459,0.011275969759290874
120,0.011312419473756604
607,0.011440911014195362
864,0.011542716733612445
749,0.011548403317104152
614,0.011569450066946853
516,0.011626492497219986
801,0.011761996052658558
902,0.01186653701450198
921,0.01194470987030963
268,0.011991243987556782
947,0.012240314972905349
6,0.012299202625518972
324,0.012534963369555605
48,0.012596207714001311
776,0.0129128826935093
670,0.013061673538703963
664,0.01313760932290836
2,0.013174580670966394
5,0.013622872436363665
497,0.013833557607740916
259,0.013933276307663152
4,0.015154761368936634
7,0.015567724263018756
0,0.019277183671034377
