point,step,Privacy cost
0,0,1.4645791523992813e-07
0,200,0.00010153438193549746
0,500,1.52655665885959e-13
0,700,0.00010153464822804104
0,900,0.00010153462402240355
0,1200,0.0001015342850990697
0,1400,0.00010153422458081263
0,1600,0.00010153486610653407
0,1900,0.00010153435772708441
0,2100,4.683711007924529e-06
0,2300,0.0001015342850990697
0,2600,0.0001015342608934322
0,2800,0.00010153493873177323
0,3000,0.00010153452718597578
0,3300,1.3322676295501878e-13
0,3500,0.00010153422458081263
0,3700,0.00010153415195557347
0,4000,1.5951018283999474e-09
0,4200,0.00010153450297756272
0,4400,0.00010153440614113496
0,4600,0.00010153435772708441
0,4900,0.0001015342608934322
0,5100,0.00010153400670509516
0,5300,5.6417364169281115e-06
0,5600,0.00010153447877192524
0,5800,0.00010153415195557347
0,6000,2.220446049250313e-13
0,6300,0.00010153435772708441
0,6500,0.00010153427299763873
0,6700,0.00010153440614113496
0,7000,0.00010153430931025831
0,7200,1.121694404027096e-09
0,7400,0.00010153452718597578
0,7700,0.0001015342850990697
0,7900,0.00010153413985136694
0,8100,0.00010153433351867136
0,8400,0.00010153416405700444
0,8600,0.0001015342850990697
0,8800,0.0001015342124766061
0,9100,0.00010153452718597578
0,9300,0.00010153427299763873
1,0,1.33196317864126e-07
1,200,5.504547572754426e-05
1,500,0.00010153398249390655
1,700,0.00010153438193549746
1,900,0.00010153433351867136
1,1200,1.3322676295501878e-13
1,1400,0.00010153435772708441
1,1600,1.3322676295501878e-13
1,1900,1.3322676295501878e-13
1,2100,1.3322676295501878e-13
1,2300,1.3322676295501878e-13
1,2600,1.3322676295501878e-13
1,2800,1.3322676295501878e-13
1,3000,1.3322676295501878e-13
1,3300,1.3322676295501878e-13
1,3500,1.3322676295501878e-13
1,3700,0.0001015342850990697
1,4000,1.3322676295501878e-13
1,4200,1.3322676295501878e-13
1,4400,1.3322676295501878e-13
1,4600,0.00010153417616398652
1,4900,1.3322676295501878e-13
1,5100,1.3322676295501878e-13
1,5300,1.3322676295501878e-13
1,5600,1.3322676295501878e-13
1,5800,4.468647674116255e-13
1,6000,1.3322676295501878e-13
1,6300,1.3322676295501878e-13
1,6500,1.3322676295501878e-13
1,6700,1.3322676295501878e-13
1,7000,1.3322676295501878e-13
1,7200,1.3322676295501878e-13
1,7400,1.3322676295501878e-13
1,7700,1.3322676295501878e-13
1,7900,1.3322676295501878e-13
1,8100,1.3322676295501878e-13
1,8400,1.3322676295501878e-13
1,8600,1.4925782831909373e-09
1,8800,0.00010153427299763873
1,9100,4.597669467365506e-08
1,9300,0.00010153438193549746
2,0,1.034026614332717e-07
2,200,0.00010153418826541749
2,500,0.00010153416405700444
2,700,0.00010153438193549746
2,900,8.443609139652253e-05
2,1200,2.246638985958782e-09
2,1400,0.00010153486610653407
2,1600,0.00010153462402240355
2,1900,0.00010153416405700444
2,2100,0.0001015342850990697
2,2300,1.0949019468853293e-10
2,2600,1.3322676295501878e-13
2,2800,1.3322676295501878e-13
2,3000,1.3322676295501878e-13
2,3300,0.00010153422458081263
2,3500,1.3322676295501878e-13
2,3700,1.3322676295501878e-13
2,4000,1.3322676295501878e-13
2,4200,1.3322676295501878e-13
2,4400,1.3322676295501878e-13
2,4600,0.00010153423668501915
2,4900,1.3322676295501878e-13
2,5100,0.00010153410353874737
2,5300,1.3322676295501878e-13
2,5600,0.0001015342124766061
2,5800,1.7098186755326594e-08
2,6000,0.00010153418826541749
2,6300,0.00010153430931025831
2,6500,2.2203378025054125e-09
2,6700,1.3322676295501878e-13
2,7000,0.0001015342850990697
2,7200,0.00010153447877192524
2,7400,0.00010153424878922568
2,7700,1.3322676295501878e-13
2,7900,0.0001015342850990697
2,8100,0.00010153427299763873
2,8400,0.00010153409143454084
2,8600,1.52655665885959e-13
2,8800,0.0001015342850990697
2,9100,0.0001015342124766061
2,9300,5.320743845516063e-12
3,0,9.294017777605745e-08
3,200,4.478167836552416e-10
3,500,1.3322676295501878e-13
3,700,0.00010153435772708441
3,900,1.3322676295501878e-13
3,1200,1.3322676295501878e-13
3,1400,1.3322676295501878e-13
3,1600,5.991000001648317e-07
3,1900,2.288271967465505e-05
3,2100,4.5241588253475124e-13
3,2300,1.3322676295501878e-13
3,2600,1.4454378360895248e-06
3,2800,1.3322676295501878e-13
3,3000,0.0001015342850990697
3,3300,1.3322676295501878e-13
3,3500,4.762856775641922e-12
3,3700,1.3322676295501878e-13
3,4000,0.00010153472085605576
3,4200,1.3322676295501878e-13
3,4400,0.00010153403091350821
3,4600,0.00010153433351867136
3,4900,1.3322676295501878e-13
3,5100,1.3322676295501878e-13
3,5300,1.3322676295501878e-13
3,5600,0.00010153389776723643
3,5800,0.0001015342124766061
3,6000,1.3322676295501878e-13
3,6300,0.00010153412774716042
3,6500,1.3322676295501878e-13
3,6700,1.3322676295501878e-13
3,7000,1.3322676295501878e-13
3,7200,1.3322676295501878e-13
3,7400,1.3322676295501878e-13
3,7700,1.3322676295501878e-13
3,7900,1.3231082895970305e-11
3,8100,1.3322676295501878e-13
3,8400,1.3322676295501878e-13
3,8600,0.00010153427299763873
3,8800,1.3322676295501878e-13
3,9100,1.3322676295501878e-13
3,9300,1.3322676295501878e-13
4,0,9.452720758917899e-08
4,200,0.00010153438193549746
4,500,2.8540338523064257e-05
4,700,2.6531554730979682e-11
4,900,1.3322676295501878e-13
4,1200,0.00010153440614113496
4,1400,0.00010153412774716042
4,1600,1.6858637541528052e-07
4,1900,1.3322676295501878e-13
4,2100,0.00010153435772708441
4,2300,1.1710660219321765e-09
4,2600,0.00010153433351867136
4,2800,2.8725452808076035e-05
4,3000,1.1143863609675009e-10
4,3300,0.00010153443034954801
4,3500,0.0001015342850990697
4,3700,0.00010153424878922568
4,4000,1.4060803607551799e-05
4,4200,1.582067810090848e-13
4,4400,1.7498060222997935e-07
4,4600,0.00010153438193549746
4,4900,0.00010153417616398652
4,5100,0.00010153418826541749
4,5300,2.883804306463844e-11
4,5600,0.00010153424878922568
4,5800,1.3322676295501878e-13
4,6000,0.00010153440614113496
4,6300,0.00010153403091350821
4,6500,0.00010153409143454084
4,6700,0.0001015342608934322
4,7000,1.3322676295501878e-13
4,7200,1.3322676295501878e-13
4,7400,0.00010153430931025831
4,7700,0.00010153401880930168
4,7900,0.00010153457560280188
4,8100,0.00010153433351867136
4,8400,0.0001015342608934322
4,8600,0.00010153416405700444
4,8800,0.00010153409143454084
4,9100,0.00010153438193549746
4,9300,1.3322676295501878e-13
5,0,1.2880919733615492e-07
5,200,0.00010153395829104463
5,500,0.00010153462402240355
5,700,0.00010153435772708441
5,900,0.00010153445456073662
5,1200,0.00010153435772708441
5,1400,0.00010153447877192524
5,1600,0.00010153413985136694
5,1900,0.0001015342850990697
5,2100,0.00010153435772708441
5,2300,1.3322676295501878e-13
5,2600,0.00010153407933033431
5,2800,1.3322676295501878e-13
5,3000,0.00010153430931025831
5,3300,0.00010153430931025831
5,3500,0.0001015342124766061
5,3700,3.2812888656197354e-06
5,4000,0.00010153430931025831
5,4200,1.3322676295501878e-13
5,4400,1.3322676295501878e-13
5,4600,1.3322676295501878e-13
5,4900,0.00010153443034954801
5,5100,3.9737657608895915e-11
